run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent,type
341,35,50,90,47,1000,0.047,cohort2_equilibrium
342,50,50,10,76,1000,0.076,cohort2_equilibrium
343,50,50,20,65,1000,0.065,cohort2_equilibrium
344,50,50,30,94,1000,0.094,cohort2_equilibrium
345,50,50,35,127,1000,0.127,cohort2_equilibrium
346,50,50,40,113,1000,0.113,cohort2_equilibrium
347,50,50,45,51,1000,0.051,cohort2_equilibrium
348,50,50,50,5,1000,0.005,cohort2_equilibrium
349,50,50,60,124,1000,0.124,cohort2_equilibrium
350,50,50,70,0,1000,0,cohort2_equilibrium
351,50,50,80,154,1000,0.154,cohort2_equilibrium
352,50,50,90,54,1000,0.054,cohort2_equilibrium
353,65,50,10,59,1000,0.059,cohort2_equilibrium
354,65,50,20,139,1000,0.139,cohort2_equilibrium
355,65,50,30,86,1000,0.086,cohort2_equilibrium
356,65,50,35,71,1000,0.071,cohort2_equilibrium
357,65,50,40,186,1000,0.186,cohort2_equilibrium
358,65,50,45,295,1000,0.295,cohort2_equilibrium
359,65,50,50,111,1000,0.111,cohort2_equilibrium
360,65,50,60,1,1000,0.001,cohort2_equilibrium
361,65,50,70,117,1000,0.117,cohort2_equilibrium
362,65,50,80,102,1000,0.102,cohort2_equilibrium
363,65,50,90,62,1000,0.062,cohort2_equilibrium
364,75,50,10,51,1000,0.051,cohort2_equilibrium
365,75,50,20,190,1000,0.19,cohort2_equilibrium
366,75,50,30,75,1000,0.075,cohort2_equilibrium
367,75,50,35,366,1000,0.366,cohort2_equilibrium
368,75,50,40,264,1000,0.264,cohort2_equilibrium
369,75,50,45,169,1000,0.169,cohort2_equilibrium
370,75,50,50,0,1000,0,cohort2_equilibrium
371,75,50,60,454,1000,0.454,cohort2_equilibrium
372,75,50,70,93,1000,0.093,cohort2_equilibrium
373,75,50,80,99,1000,0.099,cohort2_equilibrium
374,75,50,90,61,1000,0.061,cohort2_equilibrium
375,90,50,10,58,1000,0.058,cohort2_equilibrium
376,90,50,20,70,1000,0.07,cohort2_equilibrium
377,90,50,30,48,1000,0.048,cohort2_equilibrium
378,90,50,35,104,1000,0.104,cohort2_equilibrium
379,90,50,40,304,1000,0.304,cohort2_equilibrium
380,90,50,45,304,1000,0.304,cohort2_equilibrium
381,90,50,50,25,1000,0.025,cohort2_equilibrium
382,90,50,60,145,1000,0.145,cohort2_equilibrium
383,90,50,70,362,1000,0.362,cohort2_equilibrium
384,90,50,80,84,1000,0.084,cohort2_equilibrium
385,90,50,90,62,1000,0.062,cohort2_equilibrium
386,10,150,10,0,1000,0,cohort2_equilibrium
387,10,150,20,0,1000,0,cohort2_equilibrium
388,10,150,30,164,1000,0.164,cohort2_equilibrium
389,10,150,35,0,1000,0,cohort2_equilibrium
390,10,150,40,4,1000,0.004,cohort2_equilibrium
391,10,150,45,99,1000,0.099,cohort2_equilibrium
392,10,150,50,285,1000,0.285,cohort2_equilibrium
393,10,150,60,138,1000,0.138,cohort2_equilibrium
394,10,150,70,112,1000,0.112,cohort2_equilibrium
395,10,150,80,20,1000,0.02,cohort2_equilibrium
396,10,150,90,118,1000,0.118,cohort2_equilibrium
397,20,150,10,45,1000,0.045,cohort2_equilibrium
398,20,150,20,82,1000,0.082,cohort2_equilibrium
399,20,150,30,150,1000,0.15,cohort2_equilibrium
400,20,150,35,0,1000,0,cohort2_equilibrium
401,20,150,40,134,1000,0.134,cohort2_equilibrium
402,20,150,45,115,1000,0.115,cohort2_equilibrium
403,20,150,50,140,1000,0.14,cohort2_equilibrium
404,20,150,60,377,1000,0.377,cohort2_equilibrium
405,20,150,70,77,1000,0.077,cohort2_equilibrium
406,20,150,80,77,1000,0.077,cohort2_equilibrium
407,20,150,90,31,1000,0.031,cohort2_equilibrium
408,35,150,10,88,1000,0.088,cohort2_equilibrium
409,35,150,20,84,1000,0.084,cohort2_equilibrium
410,35,150,30,107,1000,0.107,cohort2_equilibrium
411,35,150,35,111,1000,0.111,cohort2_equilibrium
412,35,150,40,25,1000,0.025,cohort2_equilibrium
413,35,150,45,785,1000,0.785,cohort2_equilibrium
414,35,150,50,89,1000,0.089,cohort2_equilibrium
415,35,150,60,4,1000,0.004,cohort2_equilibrium
416,35,150,70,221,1000,0.221,cohort2_equilibrium
417,35,150,80,88,1000,0.088,cohort2_equilibrium
418,35,150,90,0,1000,0,cohort2_equilibrium
419,50,150,10,79,1000,0.079,cohort2_equilibrium
420,50,150,20,89,1000,0.089,cohort2_equilibrium
421,50,150,30,83,1000,0.083,cohort2_equilibrium
422,50,150,35,146,1000,0.146,cohort2_equilibrium
423,50,150,40,222,1000,0.222,cohort2_equilibrium
424,50,150,45,161,1000,0.161,cohort2_equilibrium
425,50,150,50,99,1000,0.099,cohort2_equilibrium
426,50,150,60,128,1000,0.128,cohort2_equilibrium
427,50,150,70,78,1000,0.078,cohort2_equilibrium
428,50,150,80,86,1000,0.086,cohort2_equilibrium
429,50,150,90,56,1000,0.056,cohort2_equilibrium
430,65,150,10,101,1000,0.101,cohort2_equilibrium
431,65,150,20,249,1000,0.249,cohort2_equilibrium
432,65,150,30,145,1000,0.145,cohort2_equilibrium
433,65,150,35,294,1000,0.294,cohort2_equilibrium
434,65,150,40,68,1000,0.068,cohort2_equilibrium
435,65,150,45,141,1000,0.141,cohort2_equilibrium
436,65,150,50,99,1000,0.099,cohort2_equilibrium
437,65,150,60,117,1000,0.117,cohort2_equilibrium
438,65,150,70,127,1000,0.127,cohort2_equilibrium
439,65,150,80,103,1000,0.103,cohort2_equilibrium
440,65,150,90,75,1000,0.075,cohort2_equilibrium
441,75,150,10,71,1000,0.071,cohort2_equilibrium
442,75,150,20,68,1000,0.068,cohort2_equilibrium
443,75,150,30,216,1000,0.216,cohort2_equilibrium
444,75,150,35,146,1000,0.146,cohort2_equilibrium
445,75,150,40,119,1000,0.119,cohort2_equilibrium
446,75,150,45,99,1000,0.099,cohort2_equilibrium
447,75,150,50,94,1000,0.094,cohort2_equilibrium
448,75,150,60,556,1000,0.556,cohort2_equilibrium
449,75,150,70,117,1000,0.117,cohort2_equilibrium
450,75,150,80,75,1000,0.075,cohort2_equilibrium
451,75,150,90,74,1000,0.074,cohort2_equilibrium
452,90,150,10,63,1000,0.063,cohort2_equilibrium
453,90,150,20,76,1000,0.076,cohort2_equilibrium
454,90,150,30,119,1000,0.119,cohort2_equilibrium
455,90,150,35,62,1000,0.062,cohort2_equilibrium
456,90,150,40,134,1000,0.134,cohort2_equilibrium
457,90,150,45,221,1000,0.221,cohort2_equilibrium
458,90,150,50,560,1000,0.56,cohort2_equilibrium
459,90,150,60,63,1000,0.063,cohort2_equilibrium
460,90,150,70,121,1000,0.121,cohort2_equilibrium
461,90,150,80,107,1000,0.107,cohort2_equilibrium
462,90,150,90,48,1000,0.048,cohort2_equilibrium
463,10,300,10,0,1000,0,cohort2_equilibrium
464,10,300,20,85,1000,0.085,cohort2_equilibrium
465,10,300,30,283,1000,0.283,cohort2_equilibrium
466,10,300,35,142,1000,0.142,cohort2_equilibrium
467,10,300,40,114,1000,0.114,cohort2_equilibrium
468,10,300,45,173,1000,0.173,cohort2_equilibrium
469,10,300,50,164,1000,0.164,cohort2_equilibrium
470,10,300,60,182,1000,0.182,cohort2_equilibrium
471,10,300,70,37,1000,0.037,cohort2_equilibrium
472,10,300,80,97,1000,0.097,cohort2_equilibrium
473,10,300,90,0,1000,0,cohort2_equilibrium
474,20,300,10,33,1000,0.033,cohort2_equilibrium
475,20,300,20,85,1000,0.085,cohort2_equilibrium
476,20,300,30,111,1000,0.111,cohort2_equilibrium
477,20,300,35,117,1000,0.117,cohort2_equilibrium
478,20,300,40,121,1000,0.121,cohort2_equilibrium
479,20,300,45,624,1000,0.624,cohort2_equilibrium
480,20,300,50,21,1000,0.021,cohort2_equilibrium
481,20,300,60,153,1000,0.153,cohort2_equilibrium
482,20,300,70,144,1000,0.144,cohort2_equilibrium
483,20,300,80,101,1000,0.101,cohort2_equilibrium
484,20,300,90,138,1000,0.138,cohort2_equilibrium
485,35,300,10,88,1000,0.088,cohort2_equilibrium
486,35,300,20,104,1000,0.104,cohort2_equilibrium
487,35,300,30,566,1000,0.566,cohort2_equilibrium
488,35,300,35,117,1000,0.117,cohort2_equilibrium
489,35,300,40,729,1000,0.729,cohort2_equilibrium
490,35,300,45,2,1000,0.002,cohort2_equilibrium
491,35,300,50,223,1000,0.223,cohort2_equilibrium
492,35,300,60,254,1000,0.254,cohort2_equilibrium
493,35,300,70,111,1000,0.111,cohort2_equilibrium
494,35,300,80,101,1000,0.101,cohort2_equilibrium
495,35,300,90,63,1000,0.063,cohort2_equilibrium
496,50,300,10,83,1000,0.083,cohort2_equilibrium
497,50,300,20,86,1000,0.086,cohort2_equilibrium
498,50,300,30,129,1000,0.129,cohort2_equilibrium
499,50,300,35,196,1000,0.196,cohort2_equilibrium
500,50,300,40,343,1000,0.343,cohort2_equilibrium
501,50,300,45,150,1000,0.15,cohort2_equilibrium
502,50,300,50,183,1000,0.183,cohort2_equilibrium
503,50,300,60,154,1000,0.154,cohort2_equilibrium
504,50,300,70,129,1000,0.129,cohort2_equilibrium
505,50,300,80,96,1000,0.096,cohort2_equilibrium
506,50,300,90,85,1000,0.085,cohort2_equilibrium
507,65,300,10,84,1000,0.084,cohort2_equilibrium
508,65,300,20,83,1000,0.083,cohort2_equilibrium
509,65,300,30,160,1000,0.16,cohort2_equilibrium
510,65,300,35,118,1000,0.118,cohort2_equilibrium
511,65,300,40,178,1000,0.178,cohort2_equilibrium
512,65,300,45,543,1000,0.543,cohort2_equilibrium
513,65,300,50,150,1000,0.15,cohort2_equilibrium
514,65,300,60,139,1000,0.139,cohort2_equilibrium
515,65,300,70,133,1000,0.133,cohort2_equilibrium
516,65,300,80,108,1000,0.108,cohort2_equilibrium
517,65,300,90,55,1000,0.055,cohort2_equilibrium
518,75,300,10,50,1000,0.05,cohort2_equilibrium
519,75,300,20,114,1000,0.114,cohort2_equilibrium
520,75,300,30,173,1000,0.173,cohort2_equilibrium
521,75,300,35,155,1000,0.155,cohort2_equilibrium
522,75,300,40,76,1000,0.076,cohort2_equilibrium
523,75,300,45,187,1000,0.187,cohort2_equilibrium
524,75,300,50,229,1000,0.229,cohort2_equilibrium
525,75,300,60,219,1000,0.219,cohort2_equilibrium
526,75,300,70,99,1000,0.099,cohort2_equilibrium
527,75,300,80,100,1000,0.1,cohort2_equilibrium
528,75,300,90,92,1000,0.092,cohort2_equilibrium
529,90,300,10,67,1000,0.067,cohort2_equilibrium
530,90,300,20,135,1000,0.135,cohort2_equilibrium
531,90,300,30,115,1000,0.115,cohort2_equilibrium
532,90,300,35,170,1000,0.17,cohort2_equilibrium
533,90,300,40,122,1000,0.122,cohort2_equilibrium
534,90,300,45,122,1000,0.122,cohort2_equilibrium
535,90,300,50,598,1000,0.598,cohort2_equilibrium
536,90,300,60,136,1000,0.136,cohort2_equilibrium
537,90,300,70,254,1000,0.254,cohort2_equilibrium
538,90,300,80,100,1000,0.1,cohort2_equilibrium
539,90,300,90,166,1000,0.166,cohort2_equilibrium
540,10,500,10,125,1000,0.125,cohort2_equilibrium
541,10,500,20,0,1000,0,cohort2_equilibrium
542,10,500,30,123,1000,0.123,cohort2_equilibrium
543,10,500,35,132,1000,0.132,cohort2_equilibrium
544,10,500,40,107,1000,0.107,cohort2_equilibrium
545,10,500,45,214,1000,0.214,cohort2_equilibrium
546,10,500,50,205,1000,0.205,cohort2_equilibrium
547,10,500,60,131,1000,0.131,cohort2_equilibrium
548,10,500,70,121,1000,0.121,cohort2_equilibrium
549,10,500,80,0,1000,0,cohort2_equilibrium
550,10,500,90,138,1000,0.138,cohort2_equilibrium
551,20,500,10,1,1000,0.001,cohort2_equilibrium
552,20,500,20,191,1000,0.191,cohort2_equilibrium
553,20,500,30,142,1000,0.142,cohort2_equilibrium
554,20,500,35,175,1000,0.175,cohort2_equilibrium
555,20,500,40,172,1000,0.172,cohort2_equilibrium
556,20,500,45,769,1000,0.769,cohort2_equilibrium
557,20,500,50,153,1000,0.153,cohort2_equilibrium
558,20,500,60,286,1000,0.286,cohort2_equilibrium
559,20,500,70,176,1000,0.176,cohort2_equilibrium
560,20,500,80,101,1000,0.101,cohort2_equilibrium
561,20,500,90,0,1000,0,cohort2_equilibrium
562,35,500,10,0,1000,0,cohort2_equilibrium
563,35,500,20,248,1000,0.248,cohort2_equilibrium
564,35,500,30,123,1000,0.123,cohort2_equilibrium
565,35,500,35,98,1000,0.098,cohort2_equilibrium
566,35,500,40,258,1000,0.258,cohort2_equilibrium
567,35,500,45,96,1000,0.096,cohort2_equilibrium
568,35,500,50,308,1000,0.308,cohort2_equilibrium
569,35,500,60,140,1000,0.14,cohort2_equilibrium
570,35,500,70,78,1000,0.078,cohort2_equilibrium
571,35,500,80,94,1000,0.094,cohort2_equilibrium
572,35,500,90,188,1000,0.188,cohort2_equilibrium
573,50,500,10,89,1000,0.089,cohort2_equilibrium
574,50,500,20,88,1000,0.088,cohort2_equilibrium
575,50,500,30,433,1000,0.433,cohort2_equilibrium
576,50,500,35,79,1000,0.079,cohort2_equilibrium
577,50,500,40,180,1000,0.18,cohort2_equilibrium
578,50,500,45,141,1000,0.141,cohort2_equilibrium
579,50,500,50,454,1000,0.454,cohort2_equilibrium
580,50,500,60,184,1000,0.184,cohort2_equilibrium
581,50,500,70,160,1000,0.16,cohort2_equilibrium
582,50,500,80,144,1000,0.144,cohort2_equilibrium
583,50,500,90,101,1000,0.101,cohort2_equilibrium
584,65,500,10,90,1000,0.09,cohort2_equilibrium
585,65,500,20,107,1000,0.107,cohort2_equilibrium
586,65,500,30,156,1000,0.156,cohort2_equilibrium
587,65,500,35,175,1000,0.175,cohort2_equilibrium
588,65,500,40,262,1000,0.262,cohort2_equilibrium
589,65,500,45,147,1000,0.147,cohort2_equilibrium
590,65,500,50,237,1000,0.237,cohort2_equilibrium
591,65,500,60,108,1000,0.108,cohort2_equilibrium
592,65,500,70,148,1000,0.148,cohort2_equilibrium
593,65,500,80,77,1000,0.077,cohort2_equilibrium
594,65,500,90,95,1000,0.095,cohort2_equilibrium
595,75,500,10,106,1000,0.106,cohort2_equilibrium
596,75,500,20,119,1000,0.119,cohort2_equilibrium
597,75,500,30,205,1000,0.205,cohort2_equilibrium
598,75,500,35,163,1000,0.163,cohort2_equilibrium
599,75,500,40,260,1000,0.26,cohort2_equilibrium
600,75,500,45,470,1000,0.47,cohort2_equilibrium
601,75,500,50,32,1000,0.032,cohort2_equilibrium
602,75,500,60,140,1000,0.14,cohort2_equilibrium
603,75,500,70,126,1000,0.126,cohort2_equilibrium
604,75,500,80,219,1000,0.219,cohort2_equilibrium
605,75,500,90,115,1000,0.115,cohort2_equilibrium
606,90,500,10,51,1000,0.051,cohort2_equilibrium
607,90,500,20,145,1000,0.145,cohort2_equilibrium
608,90,500,30,580,1000,0.58,cohort2_equilibrium
609,90,500,35,232,1000,0.232,cohort2_equilibrium
610,90,500,40,173,1000,0.173,cohort2_equilibrium
611,90,500,45,313,1000,0.313,cohort2_equilibrium
612,90,500,50,369,1000,0.369,cohort2_equilibrium
613,90,500,60,304,1000,0.304,cohort2_equilibrium
614,90,500,70,148,1000,0.148,cohort2_equilibrium
615,90,500,80,122,1000,0.122,cohort2_equilibrium
616,90,500,90,98,1000,0.098,cohort2_equilibrium
617,10,50,10,0,1000,0,cohort2_equilibrium
618,10,50,20,0,1000,0,cohort2_equilibrium
619,10,50,30,104,1000,0.104,cohort2_equilibrium
620,10,50,35,0,1000,0,cohort2_equilibrium
621,10,50,40,58,1000,0.058,cohort2_equilibrium
622,10,50,45,107,1000,0.107,cohort2_equilibrium
623,10,50,50,376,1000,0.376,cohort2_equilibrium
624,10,50,60,0,1000,0,cohort2_equilibrium
625,10,50,70,114,1000,0.114,cohort2_equilibrium
626,10,50,80,117,1000,0.117,cohort2_equilibrium
627,10,50,90,84,1000,0.084,cohort2_equilibrium
628,20,50,10,113,1000,0.113,cohort2_equilibrium
629,20,50,20,53,1000,0.053,cohort2_equilibrium
630,20,50,30,98,1000,0.098,cohort2_equilibrium
631,20,50,35,107,1000,0.107,cohort2_equilibrium
632,20,50,40,102,1000,0.102,cohort2_equilibrium
633,20,50,45,0,1000,0,cohort2_equilibrium
634,20,50,50,173,1000,0.173,cohort2_equilibrium
635,20,50,60,1,1000,0.001,cohort2_equilibrium
636,20,50,70,105,1000,0.105,cohort2_equilibrium
637,20,50,80,175,1000,0.175,cohort2_equilibrium
638,20,50,90,32,1000,0.032,cohort2_equilibrium
639,35,50,10,53,1000,0.053,cohort2_equilibrium
640,35,50,20,137,1000,0.137,cohort2_equilibrium
641,35,50,30,12,1000,0.012,cohort2_equilibrium
642,35,50,35,132,1000,0.132,cohort2_equilibrium
643,35,50,40,220,1000,0.22,cohort2_equilibrium
644,35,50,45,104,1000,0.104,cohort2_equilibrium
645,35,50,50,122,1000,0.122,cohort2_equilibrium
646,35,50,60,16,1000,0.016,cohort2_equilibrium
647,35,50,70,136,1000,0.136,cohort2_equilibrium
648,35,50,80,73,1000,0.073,cohort2_equilibrium
649,35,50,90,63,1000,0.063,cohort2_equilibrium
650,50,50,10,89,1000,0.089,cohort2_equilibrium
651,50,50,20,78,1000,0.078,cohort2_equilibrium
652,50,50,30,101,1000,0.101,cohort2_equilibrium
653,50,50,35,253,1000,0.253,cohort2_equilibrium
654,50,50,40,117,1000,0.117,cohort2_equilibrium
655,50,50,45,59,1000,0.059,cohort2_equilibrium
656,50,50,50,3,1000,0.003,cohort2_equilibrium
657,50,50,60,157,1000,0.157,cohort2_equilibrium
658,50,50,70,105,1000,0.105,cohort2_equilibrium
659,50,50,80,62,1000,0.062,cohort2_equilibrium
660,50,50,90,48,1000,0.048,cohort2_equilibrium
661,65,50,10,47,1000,0.047,cohort2_equilibrium
662,65,50,20,85,1000,0.085,cohort2_equilibrium
663,65,50,30,71,1000,0.071,cohort2_equilibrium
664,65,50,35,136,1000,0.136,cohort2_equilibrium
665,65,50,40,122,1000,0.122,cohort2_equilibrium
666,65,50,45,114,1000,0.114,cohort2_equilibrium
667,65,50,50,598,1000,0.598,cohort2_equilibrium
668,65,50,60,90,1000,0.09,cohort2_equilibrium
669,65,50,70,83,1000,0.083,cohort2_equilibrium
670,65,50,80,88,1000,0.088,cohort2_equilibrium
671,65,50,90,61,1000,0.061,cohort2_equilibrium
672,75,50,10,75,1000,0.075,cohort2_equilibrium
673,75,50,20,95,1000,0.095,cohort2_equilibrium
674,75,50,30,105,1000,0.105,cohort2_equilibrium
675,75,50,35,111,1000,0.111,cohort2_equilibrium
676,75,50,40,102,1000,0.102,cohort2_equilibrium
677,75,50,45,81,1000,0.081,cohort2_equilibrium
678,75,50,50,0,1000,0,cohort2_equilibrium
679,75,50,60,64,1000,0.064,cohort2_equilibrium
680,75,50,70,19,1000,0.019,cohort2_equilibrium
681,75,50,80,80,1000,0.08,cohort2_equilibrium
682,75,50,90,83,1000,0.083,cohort2_equilibrium
683,90,50,10,208,1000,0.208,cohort2_equilibrium
684,90,50,20,86,1000,0.086,cohort2_equilibrium
685,90,50,30,108,1000,0.108,cohort2_equilibrium
686,90,50,35,107,1000,0.107,cohort2_equilibrium
687,90,50,40,74,1000,0.074,cohort2_equilibrium
688,90,50,45,137,1000,0.137,cohort2_equilibrium
689,90,50,50,164,1000,0.164,cohort2_equilibrium
690,90,50,60,125,1000,0.125,cohort2_equilibrium
691,90,50,70,165,1000,0.165,cohort2_equilibrium
692,90,50,80,83,1000,0.083,cohort2_equilibrium
693,90,50,90,71,1000,0.071,cohort2_equilibrium
694,10,150,10,0,1000,0,cohort2_equilibrium
695,10,150,20,81,1000,0.081,cohort2_equilibrium
696,10,150,30,314,1000,0.314,cohort2_equilibrium
697,10,150,35,25,1000,0.025,cohort2_equilibrium
698,10,150,40,238,1000,0.238,cohort2_equilibrium
699,10,150,45,22,1000,0.022,cohort2_equilibrium
700,10,150,50,204,1000,0.204,cohort2_equilibrium
701,10,150,60,125,1000,0.125,cohort2_equilibrium
702,10,150,70,117,1000,0.117,cohort2_equilibrium
703,10,150,80,0,1000,0,cohort2_equilibrium
704,10,150,90,0,1000,0,cohort2_equilibrium
705,20,150,10,86,1000,0.086,cohort2_equilibrium
706,20,150,20,132,1000,0.132,cohort2_equilibrium
707,20,150,30,110,1000,0.11,cohort2_equilibrium
708,20,150,35,174,1000,0.174,cohort2_equilibrium
709,20,150,40,284,1000,0.284,cohort2_equilibrium
710,20,150,45,100,1000,0.1,cohort2_equilibrium
711,20,150,50,28,1000,0.028,cohort2_equilibrium
712,20,150,60,86,1000,0.086,cohort2_equilibrium
713,20,150,70,109,1000,0.109,cohort2_equilibrium
714,20,150,80,83,1000,0.083,cohort2_equilibrium
715,20,150,90,0,1000,0,cohort2_equilibrium
716,35,150,10,74,1000,0.074,cohort2_equilibrium
717,35,150,20,112,1000,0.112,cohort2_equilibrium
718,35,150,30,110,1000,0.11,cohort2_equilibrium
719,35,150,35,79,1000,0.079,cohort2_equilibrium
720,35,150,40,140,1000,0.14,cohort2_equilibrium
721,35,150,45,175,1000,0.175,cohort2_equilibrium
722,35,150,50,146,1000,0.146,cohort2_equilibrium
723,35,150,60,161,1000,0.161,cohort2_equilibrium
724,35,150,70,83,1000,0.083,cohort2_equilibrium
725,35,150,80,96,1000,0.096,cohort2_equilibrium
726,35,150,90,32,1000,0.032,cohort2_equilibrium
727,50,150,10,79,1000,0.079,cohort2_equilibrium
728,50,150,20,118,1000,0.118,cohort2_equilibrium
729,50,150,30,104,1000,0.104,cohort2_equilibrium
730,50,150,35,113,1000,0.113,cohort2_equilibrium
731,50,150,40,222,1000,0.222,cohort2_equilibrium
732,50,150,45,83,1000,0.083,cohort2_equilibrium
733,50,150,50,102,1000,0.102,cohort2_equilibrium
734,50,150,60,632,1000,0.632,cohort2_equilibrium
735,50,150,70,82,1000,0.082,cohort2_equilibrium
736,50,150,80,133,1000,0.133,cohort2_equilibrium
737,50,150,90,87,1000,0.087,cohort2_equilibrium
738,65,150,10,78,1000,0.078,cohort2_equilibrium
739,65,150,20,92,1000,0.092,cohort2_equilibrium
740,65,150,30,101,1000,0.101,cohort2_equilibrium
741,65,150,35,143,1000,0.143,cohort2_equilibrium
742,65,150,40,83,1000,0.083,cohort2_equilibrium
743,65,150,45,107,1000,0.107,cohort2_equilibrium
744,65,150,50,282,1000,0.282,cohort2_equilibrium
745,65,150,60,140,1000,0.14,cohort2_equilibrium
746,65,150,70,131,1000,0.131,cohort2_equilibrium
747,65,150,80,73,1000,0.073,cohort2_equilibrium
748,65,150,90,73,1000,0.073,cohort2_equilibrium
749,75,150,10,101,1000,0.101,cohort2_equilibrium
750,75,150,20,90,1000,0.09,cohort2_equilibrium
751,75,150,30,143,1000,0.143,cohort2_equilibrium
752,75,150,35,110,1000,0.11,cohort2_equilibrium
753,75,150,40,127,1000,0.127,cohort2_equilibrium
754,75,150,45,150,1000,0.15,cohort2_equilibrium
755,75,150,50,77,1000,0.077,cohort2_equilibrium
756,75,150,60,394,1000,0.394,cohort2_equilibrium
757,75,150,70,121,1000,0.121,cohort2_equilibrium
758,75,150,80,116,1000,0.116,cohort2_equilibrium
759,75,150,90,72,1000,0.072,cohort2_equilibrium
760,90,150,10,85,1000,0.085,cohort2_equilibrium
761,90,150,20,123,1000,0.123,cohort2_equilibrium
762,90,150,30,134,1000,0.134,cohort2_equilibrium
763,90,150,35,213,1000,0.213,cohort2_equilibrium
764,90,150,40,151,1000,0.151,cohort2_equilibrium
765,90,150,45,80,1000,0.08,cohort2_equilibrium
766,90,150,50,33,1000,0.033,cohort2_equilibrium
767,90,150,60,132,1000,0.132,cohort2_equilibrium
768,90,150,70,103,1000,0.103,cohort2_equilibrium
769,90,150,80,87,1000,0.087,cohort2_equilibrium
770,90,150,90,62,1000,0.062,cohort2_equilibrium
771,10,300,10,0,1000,0,cohort2_equilibrium
772,10,300,20,105,1000,0.105,cohort2_equilibrium
773,10,300,30,136,1000,0.136,cohort2_equilibrium
774,10,300,35,125,1000,0.125,cohort2_equilibrium
775,10,300,40,151,1000,0.151,cohort2_equilibrium
776,10,300,45,134,1000,0.134,cohort2_equilibrium
777,10,300,50,146,1000,0.146,cohort2_equilibrium
778,10,300,60,0,1000,0,cohort2_equilibrium
779,10,300,70,130,1000,0.13,cohort2_equilibrium
780,10,300,80,100,1000,0.1,cohort2_equilibrium
781,10,300,90,0,1000,0,cohort2_equilibrium
782,20,300,10,82,1000,0.082,cohort2_equilibrium
783,20,300,20,169,1000,0.169,cohort2_equilibrium
784,20,300,30,163,1000,0.163,cohort2_equilibrium
785,20,300,35,140,1000,0.14,cohort2_equilibrium
786,20,300,40,0,1000,0,cohort2_equilibrium
787,20,300,45,93,1000,0.093,cohort2_equilibrium
788,20,300,50,102,1000,0.102,cohort2_equilibrium
789,20,300,60,166,1000,0.166,cohort2_equilibrium
790,20,300,70,93,1000,0.093,cohort2_equilibrium
791,20,300,80,0,1000,0,cohort2_equilibrium
792,20,300,90,73,1000,0.073,cohort2_equilibrium
793,35,300,10,0,1000,0,cohort2_equilibrium
794,35,300,20,97,1000,0.097,cohort2_equilibrium
795,35,300,30,873,1000,0.873,cohort2_equilibrium
796,35,300,35,150,1000,0.15,cohort2_equilibrium
797,35,300,40,86,1000,0.086,cohort2_equilibrium
798,35,300,45,106,1000,0.106,cohort2_equilibrium
799,35,300,50,216,1000,0.216,cohort2_equilibrium
800,35,300,60,89,1000,0.089,cohort2_equilibrium
801,35,300,70,141,1000,0.141,cohort2_equilibrium
802,35,300,80,150,1000,0.15,cohort2_equilibrium
803,35,300,90,50,1000,0.05,cohort2_equilibrium
804,50,300,10,87,1000,0.087,cohort2_equilibrium
805,50,300,20,110,1000,0.11,cohort2_equilibrium
806,50,300,30,109,1000,0.109,cohort2_equilibrium
807,50,300,35,138,1000,0.138,cohort2_equilibrium
808,50,300,40,140,1000,0.14,cohort2_equilibrium
809,50,300,45,545,1000,0.545,cohort2_equilibrium
810,50,300,50,33,1000,0.033,cohort2_equilibrium
811,50,300,60,175,1000,0.175,cohort2_equilibrium
812,50,300,70,125,1000,0.125,cohort2_equilibrium
813,50,300,80,97,1000,0.097,cohort2_equilibrium
814,50,300,90,75,1000,0.075,cohort2_equilibrium
815,65,300,10,73,1000,0.073,cohort2_equilibrium
816,65,300,20,89,1000,0.089,cohort2_equilibrium
817,65,300,30,178,1000,0.178,cohort2_equilibrium
818,65,300,35,131,1000,0.131,cohort2_equilibrium
819,65,300,40,297,1000,0.297,cohort2_equilibrium
820,65,300,45,156,1000,0.156,cohort2_equilibrium
821,65,300,50,157,1000,0.157,cohort2_equilibrium
822,65,300,60,381,1000,0.381,cohort2_equilibrium
823,65,300,70,111,1000,0.111,cohort2_equilibrium
824,65,300,80,481,1000,0.481,cohort2_equilibrium
825,65,300,90,63,1000,0.063,cohort2_equilibrium
826,75,300,10,55,1000,0.055,cohort2_equilibrium
827,75,300,20,94,1000,0.094,cohort2_equilibrium
828,75,300,30,200,1000,0.2,cohort2_equilibrium
829,75,300,35,183,1000,0.183,cohort2_equilibrium
830,75,300,40,122,1000,0.122,cohort2_equilibrium
831,75,300,45,184,1000,0.184,cohort2_equilibrium
832,75,300,50,0,1000,0,cohort2_equilibrium
833,75,300,60,137,1000,0.137,cohort2_equilibrium
834,75,300,70,106,1000,0.106,cohort2_equilibrium
835,75,300,80,129,1000,0.129,cohort2_equilibrium
836,75,300,90,42,1000,0.042,cohort2_equilibrium
837,90,300,10,81,1000,0.081,cohort2_equilibrium
838,90,300,20,140,1000,0.14,cohort2_equilibrium
839,90,300,30,107,1000,0.107,cohort2_equilibrium
840,90,300,35,107,1000,0.107,cohort2_equilibrium
