chance_listen_to_outgroup,percent_grammar_1,type,final_state
0.5,60,Overall mean,0.6369932757511843
0.5,90,Cohort 1 mean,0.9946880718670974
0.5,90,Cohort 2 mean,0.992502505668909
0.5,90,Overall mean,0.993048897218456
0.6,10,Cohort 1 mean,0.00762645608197155
0.6,10,Cohort 2 mean,0.00830322302397334
0.6,10,Overall mean,0.007795647817472
0.6,20,Cohort 1 mean,0.00763526604145551
0.6,20,Cohort 2 mean,0.0080586349967829
0.6,20,Overall mean,0.00774110828028735
0.5,70,Cohort 1 mean,0.9929520562421564
0.5,70,Cohort 2 mean,0.9922714766253368
0.5,70,Overall mean,0.992441621529542
0.6,30,Cohort 1 mean,0.1644713951132374
0.6,30,Cohort 2 mean,0.1030450770199565
0.6,30,Overall mean,0.14911481558991718
0.6,35,Cohort 1 mean,0.08083648364101251
0.6,35,Cohort 2 mean,0.00974305570107064
0.6,35,Overall mean,0.06306312665602702
0.6,40,Cohort 1 mean,0.12667282383944614
0.6,40,Cohort 2 mean,0.1514618206017963
0.6,40,Overall mean,0.13287007303003368
0.6,45,Cohort 1 mean,0.1834727141001346
0.6,45,Cohort 2 mean,0.2742992653124857
0.6,45,Overall mean,0.20617935190322237
0.6,50,Cohort 1 mean,0.3626604511478021
0.6,50,Cohort 2 mean,0.5003769324950398
0.6,50,Overall mean,0.39708957148461144
0.6,60,Cohort 1 mean,0.8413141589471401
0.6,60,Cohort 2 mean,0.9878652272552954
0.6,60,Overall mean,0.8779519260241788
0.6,90,Cohort 1 mean,0.9935965096950942
0.6,90,Cohort 2 mean,0.9938406263358412
0.6,90,Overall mean,0.9936575388552812
0.6,80,Cohort 1 mean,0.9928172723557066
0.6,80,Cohort 2 mean,0.9943919860175278
0.6,80,Overall mean,0.9932109507711624
0.6,70,Cohort 1 mean,0.9925112485018897
0.6,70,Cohort 2 mean,0.994113819161315
0.6,70,Overall mean,0.9929118911667458
0.6,10,Cohort 1 mean,0.00528654605199976
0.6,10,Cohort 2 mean,0.00911222634309011
0.6,10,Overall mean,0.00719938619754493
0.6,20,Cohort 1 mean,0.00946551158239735
0.6,20,Cohort 2 mean,0.00776976732665726
0.6,20,Overall mean,0.0086176394545273
0.6,30,Cohort 1 mean,0.09657433498316412
0.6,30,Cohort 2 mean,0.18453577585121633
0.6,30,Overall mean,0.14055505541719024
0.6,40,Cohort 1 mean,0.22450844013729995
0.6,40,Cohort 2 mean,0.2844607834654184
0.6,40,Overall mean,0.2544846118013592
0.6,35,Cohort 1 mean,0.05199059159820942
0.6,35,Cohort 2 mean,0.0867210479984981
0.6,35,Overall mean,0.06935581979835377
0.6,45,Cohort 1 mean,0.01153402341807847
0.6,45,Cohort 2 mean,0.00960590638096847
0.6,45,Overall mean,0.01056996489952347
0.6,50,Cohort 1 mean,0.5568243230661707
0.6,50,Cohort 2 mean,0.6364092496662623
0.6,50,Overall mean,0.5966167863662165
0.6,60,Cohort 1 mean,0.9903324486747312
0.6,60,Cohort 2 mean,0.9932947831906054
0.6,60,Overall mean,0.9918136159326684
0.6,90,Cohort 1 mean,0.9959462280874624
0.6,90,Cohort 2 mean,0.9926498737536026
0.6,90,Overall mean,0.9942980509205326
0.6,70,Cohort 1 mean,0.993390796812675
0.6,70,Cohort 2 mean,0.992088447437542
0.6,70,Overall mean,0.9927396221251084
0.6,10,Cohort 1 mean,0.0091389841172411
0.6,10,Cohort 2 mean,0.00795205921722351
0.6,10,Overall mean,0.0082487904422279
0.6,80,Cohort 1 mean,0.9887310642747572
0.6,80,Cohort 2 mean,0.991776925939383
0.6,80,Overall mean,0.9902539951070702
0.6,20,Cohort 1 mean,0.00431704984293078
0.6,20,Cohort 2 mean,0.00537254170038867
0.6,20,Overall mean,0.0051086687360242
0.6,30,Cohort 1 mean,0.00482592911232311
0.6,30,Cohort 2 mean,0.00612105854992695
0.6,30,Overall mean,0.00579727619052599
0.6,35,Cohort 1 mean,0.3668989381016948
0.6,35,Cohort 2 mean,0.36599667882626896
0.6,35,Overall mean,0.3662222436451255
0.6,40,Cohort 1 mean,0.12047787488973952
0.6,40,Cohort 2 mean,0.3530568142496703
0.6,40,Overall mean,0.2949120794096875
0.6,50,Cohort 1 mean,0.6896820761151268
0.6,50,Cohort 2 mean,0.6422154016877122
0.6,50,Overall mean,0.6540820702945658
0.6,60,Cohort 1 mean,0.8848643256003277
0.6,60,Cohort 2 mean,0.9322617134758212
0.6,60,Overall mean,0.9204123665069476
0.6,45,Cohort 1 mean,0.01133695479927103
0.6,45,Cohort 2 mean,0.0060683240698158
0.6,45,Overall mean,0.00738548175217961
0.6,70,Cohort 1 mean,0.9905237294953652
0.6,70,Cohort 2 mean,0.9921703818920272
0.6,70,Overall mean,0.9917587187928616
0.6,80,Cohort 1 mean,0.9925415499249048
0.6,80,Cohort 2 mean,0.9934723979251706
0.6,80,Overall mean,0.9932396859251036
0.6,90,Cohort 1 mean,0.990049813764154
0.6,90,Cohort 2 mean,0.9930119225538848
0.6,90,Overall mean,0.992271395356452
0.7,10,Cohort 1 mean,0.00771521761073739
0.7,10,Cohort 2 mean,0.0075242891175805
0.7,10,Overall mean,0.00766748548744817
0.7,20,Cohort 1 mean,0.00606396562846793
0.7,20,Cohort 2 mean,0.00696101613999679
0.7,20,Overall mean,0.00628822825635015
0.7,30,Cohort 1 mean,0.00951077536561462
0.7,30,Cohort 2 mean,0.01152643774954653
0.7,30,Overall mean,0.01001469096159759
0.7,35,Cohort 1 mean,0.00601122194580302
0.7,35,Cohort 2 mean,0.00632807154562642
0.7,35,Overall mean,0.00609043434575887
0.7,45,Cohort 1 mean,0.21689678842094737
0.7,45,Cohort 2 mean,0.0209925675649104
0.7,45,Overall mean,0.1679207332069381
0.7,50,Cohort 1 mean,0.5057916928071035
0.7,50,Cohort 2 mean,0.7165345115567562
0.7,50,Overall mean,0.5584773974945165
0.7,60,Cohort 1 mean,0.8073417893282079
0.7,60,Cohort 2 mean,0.7733543806579671
0.7,60,Overall mean,0.7988449371606479
0.7,40,Cohort 1 mean,0.00535363525142831
0.7,40,Cohort 2 mean,0.00595979355560073
0.7,40,Overall mean,0.00550517482747142
0.7,70,Cohort 1 mean,0.9960189373754764
0.7,70,Cohort 2 mean,0.9919242476159982
0.7,70,Overall mean,0.9949952649356064
0.7,80,Cohort 1 mean,0.9916907046252454
0.7,80,Cohort 2 mean,0.993109471122468
0.7,80,Overall mean,0.9920453962495512
0.7,90,Cohort 1 mean,0.9918723536013676
0.7,90,Cohort 2 mean,0.9937898477858368
0.7,90,Overall mean,0.992351727147485
0.7,10,Cohort 1 mean,0.00555737994435322
0.7,10,Cohort 2 mean,0.00635552745582476
0.7,10,Overall mean,0.00595645370008899
0.7,20,Cohort 1 mean,0.00619811569633459
0.7,20,Cohort 2 mean,0.00789020538337692
0.7,20,Overall mean,0.00704416053985576
0.7,30,Cohort 1 mean,0.19250207482086207
0.7,30,Cohort 2 mean,0.05819246989128814
0.7,30,Overall mean,0.12534727235607515
0.7,35,Cohort 1 mean,0.0937312560644578
0.7,35,Cohort 2 mean,0.04177470360946517
0.7,35,Overall mean,0.06775297983696152
0.7,40,Cohort 1 mean,0.3050225098513223
0.7,40,Cohort 2 mean,0.2684384411842758
0.7,40,Overall mean,0.28673047551779896
0.7,45,Cohort 1 mean,0.7332008639969055
0.7,45,Cohort 2 mean,0.6596734817505541
0.7,45,Overall mean,0.6964371728737299
0.7,50,Cohort 1 mean,0.40638538811624664
0.7,50,Cohort 2 mean,0.39860574587926567
0.7,50,Overall mean,0.4024955669977562
0.7,60,Cohort 1 mean,0.8889627300347469
0.7,60,Cohort 2 mean,0.9143510766196554
0.7,60,Overall mean,0.9016569033272012
0.7,70,Cohort 1 mean,0.991558447043656
0.7,70,Cohort 2 mean,0.9914324194739096
0.7,70,Overall mean,0.9914954332587828
0.7,90,Cohort 1 mean,0.99292983722656
0.7,90,Cohort 2 mean,0.9928474435943888
0.7,90,Overall mean,0.992888640410474
0.7,80,Cohort 1 mean,0.9966250502440532
0.7,80,Cohort 2 mean,0.994806103467202
0.7,80,Overall mean,0.9957155768556276
0.7,10,Cohort 1 mean,0.00309444211859707
0.7,10,Cohort 2 mean,0.00526035592950416
0.7,10,Overall mean,0.00471887747677739
0.7,20,Cohort 1 mean,0.00998487468768728
0.7,20,Cohort 2 mean,0.00862097322869281
0.7,20,Overall mean,0.00896194859344143
0.7,35,Cohort 1 mean,0.24483904370477663
0.7,35,Cohort 2 mean,0.00871686858357944
0.7,35,Overall mean,0.06774741236387878
0.7,30,Cohort 1 mean,0.01529217625858975
0.7,30,Cohort 2 mean,0.12790790522027048
0.7,30,Overall mean,0.09975397297985032
0.7,40,Cohort 1 mean,0.3659148646146054
0.7,40,Cohort 2 mean,0.4624624575311694
0.7,40,Overall mean,0.4383255593020284
0.7,45,Cohort 1 mean,0.3851327064760799
0.7,45,Cohort 2 mean,0.4145854557712536
0.7,45,Overall mean,0.4072222684474601
0.7,50,Cohort 1 mean,0.6967110488111464
0.7,50,Cohort 2 mean,0.367027010961999
0.7,50,Overall mean,0.44944802042428583
0.7,60,Cohort 1 mean,0.9942713091852186
0.7,60,Cohort 2 mean,0.9921976352943832
0.7,60,Overall mean,0.9927160537670918
0.7,90,Cohort 1 mean,0.9952137391471731
0.7,90,Cohort 2 mean,0.992685893467756
0.7,90,Overall mean,0.9933178548876104
0.7,80,Cohort 1 mean,0.9916035708699468
0.7,80,Cohort 2 mean,0.9941892433264606
0.7,80,Overall mean,0.9935428252123322
0.7,70,Cohort 1 mean,0.9932387920675764
0.7,70,Cohort 2 mean,0.992127682481416
0.7,70,Overall mean,0.992405459877956
0.8,10,Cohort 1 mean,0.01058378480740612
0.8,10,Cohort 2 mean,0.0084685348968437
0.8,10,Overall mean,0.01005497232976552
0.8,30,Cohort 1 mean,0.01019830137982523
0.8,30,Cohort 2 mean,0.00697740612400434
0.8,30,Overall mean,0.00939307756587001
0.8,40,Cohort 1 mean,0.05280485639873565
0.8,40,Cohort 2 mean,0.13323719564348355
0.8,40,Overall mean,0.07291294120992262
0.8,35,Cohort 1 mean,0.00632334739324459
0.8,35,Cohort 2 mean,0.00590903191899937
0.8,35,Overall mean,0.00621976852468329
0.8,20,Cohort 1 mean,0.00716961013497844
0.8,20,Cohort 2 mean,0.00839898627829285
0.8,20,Overall mean,0.00747695417080704
0.8,45,Cohort 1 mean,0.00883329375218417
0.8,45,Cohort 2 mean,0.0083717404232234
0.8,45,Overall mean,0.00871790541994397
0.8,50,Cohort 1 mean,0.22479662779128065
0.8,50,Cohort 2 mean,0.3045422875629341
0.8,50,Overall mean,0.244733042734194
0.8,70,Cohort 1 mean,0.9942625124393422
0.8,70,Cohort 2 mean,0.9954761234568478
0.8,70,Overall mean,0.9945659151937184
0.8,60,Cohort 1 mean,0.9038664735628146
0.8,60,Cohort 2 mean,0.8992088850067711
0.8,60,Overall mean,0.9027020764238036
0.8,80,Cohort 1 mean,0.9916516039771978
0.8,80,Cohort 2 mean,0.9939127431770408
0.8,80,Overall mean,0.9922168887771587
0.8,10,Cohort 1 mean,0.00780864934034916
0.8,10,Cohort 2 mean,0.00680559702444076
0.8,10,Overall mean,0.00730712318239496
0.8,30,Cohort 1 mean,0.00542115004670568
0.8,30,Cohort 2 mean,0.00628669204671167
0.8,30,Overall mean,0.00585392104670867
0.8,20,Cohort 1 mean,0.00630846894350947
0.8,20,Cohort 2 mean,0.00593073650396934
0.8,20,Overall mean,0.0061196027237394
0.8,35,Cohort 1 mean,0.2982446102981376
0.8,35,Cohort 2 mean,0.2637283683037801
0.8,35,Overall mean,0.28098648930095893
0.8,90,Cohort 1 mean,0.9912403250125632
0.8,90,Cohort 2 mean,0.993137734747078
0.8,90,Overall mean,0.991714677446192
0.8,40,Cohort 1 mean,0.0561960966602188
0.8,40,Cohort 2 mean,0.1235260154051342
0.8,40,Overall mean,0.08986105603267648
0.8,45,Cohort 1 mean,0.4103546258767857
0.8,45,Cohort 2 mean,0.5027700297615889
0.8,45,Overall mean,0.4565623278191871
0.8,60,Cohort 1 mean,0.7385365330661535
0.8,60,Cohort 2 mean,0.608349259009706
0.8,60,Overall mean,0.67344289603793
0.8,70,Cohort 1 mean,0.99394808814112
0.8,70,Cohort 2 mean,0.9933724391223993
0.8,70,Overall mean,0.9936602636317592
0.8,80,Cohort 1 mean,0.992615454623104
0.8,80,Cohort 2 mean,0.9924768566597706
0.8,80,Overall mean,0.9925461556414372
0.8,50,Cohort 1 mean,0.32265239326143025
0.8,50,Cohort 2 mean,0.34189455702343785
0.8,50,Overall mean,0.33227347514243405
0.8,90,Cohort 1 mean,0.9942946756106764
0.8,90,Cohort 2 mean,0.992689887804812
0.8,90,Overall mean,0.993492281707744
0.8,10,Cohort 1 mean,0.00647503168161302
0.8,10,Cohort 2 mean,0.00681537412635593
0.8,10,Overall mean,0.0067302885151702
0.8,30,Cohort 1 mean,0.00932613235727693
0.8,30,Cohort 2 mean,0.00645547750812475
0.8,30,Overall mean,0.00717314122041279
0.8,20,Cohort 1 mean,0.00766502546896018
0.8,20,Cohort 2 mean,0.0054051189698009
0.8,20,Overall mean,0.00597009559459072
0.8,35,Cohort 1 mean,0.1366117956929093
0.8,35,Cohort 2 mean,0.10270980046643494
0.8,35,Overall mean,0.11118529927305355
0.8,40,Cohort 1 mean,0.40349091806412696
0.8,40,Cohort 2 mean,0.4030374263596957
0.8,40,Overall mean,0.4031507992858035
0.8,45,Cohort 1 mean,0.12164044097659468
0.8,45,Cohort 2 mean,0.1241783521982088
0.8,45,Overall mean,0.12354387439280524
0.8,50,Cohort 1 mean,0.502026294476033
0.8,50,Cohort 2 mean,0.8363772799002182
0.8,50,Overall mean,0.7527895335441721
0.8,60,Cohort 1 mean,0.596885045696699
0.8,60,Cohort 2 mean,0.6019245414927791
0.8,60,Overall mean,0.600664667543759
0.8,80,Cohort 1 mean,0.992244258015336
0.8,80,Cohort 2 mean,0.9948165191245631
0.8,80,Overall mean,0.9941734538472564
0.8,70,Cohort 1 mean,0.9946143053712784
0.8,70,Cohort 2 mean,0.9951439964696192
0.8,70,Overall mean,0.995011573695034
0.8,90,Cohort 1 mean,0.994851453016285
0.8,90,Cohort 2 mean,0.9930229823379094
0.8,90,Overall mean,0.9934801000075032
0.9,20,Cohort 1 mean,0.00672042318680558
0.9,20,Cohort 2 mean,0.00773700029244589
0.9,20,Overall mean,0.00697456746321565
0.9,10,Cohort 1 mean,0.00590084353308391
0.9,10,Cohort 2 mean,0.00932581090235379
0.9,10,Overall mean,0.00675708537540138
0.9,30,Cohort 1 mean,0.1678644979216347
0.9,30,Cohort 2 mean,0.01221228994513242
0.9,30,Overall mean,0.12895144592750912
0.9,35,Cohort 1 mean,0.00406880376010748
0.9,35,Cohort 2 mean,0.00361924705382246
0.9,35,Overall mean,0.00395641458353623
0.9,40,Cohort 1 mean,0.4261872667801742
0.9,40,Cohort 2 mean,0.5870224017527224
0.9,40,Overall mean,0.4663960505233112
0.9,70,Cohort 1 mean,0.991542393050843
0.9,70,Cohort 2 mean,0.991234612522115
0.9,70,Overall mean,0.9914654479186612
0.9,45,Cohort 1 mean,0.5669424278476105
0.9,45,Cohort 2 mean,0.28717629079055945
0.9,45,Overall mean,0.49700089358334754
0.9,50,Cohort 1 mean,0.9219781429170972
0.9,50,Cohort 2 mean,0.994560146678101
0.9,50,Overall mean,0.9401236438573484
0.9,60,Cohort 1 mean,0.8302867449322859
0.9,60,Cohort 2 mean,0.8034115523590393
0.9,60,Overall mean,0.8235679467889743
0.9,90,Cohort 1 mean,0.9918641566525234
0.9,90,Cohort 2 mean,0.9916347054325902
0.9,90,Overall mean,0.9918067938475404
0.9,80,Cohort 1 mean,0.9943921996380688
0.9,80,Cohort 2 mean,0.9944525452052826
0.9,80,Overall mean,0.9944072860298724
0.9,10,Cohort 1 mean,0.00609694317056629
0.9,10,Cohort 2 mean,0.00676953893984983
0.9,10,Overall mean,0.00643324105520806
0.9,20,Cohort 1 mean,0.01101574713700491
0.9,20,Cohort 2 mean,0.0105320809446716
0.9,20,Overall mean,0.01077391404083826
0.9,30,Cohort 1 mean,0.00587128915451432
0.9,30,Cohort 2 mean,0.00515968707350526
0.9,30,Overall mean,0.00551548811400979
0.9,45,Cohort 1 mean,0.16137192519123184
0.9,45,Cohort 2 mean,0.23995726530770917
0.9,45,Overall mean,0.20066459524947047
0.9,35,Cohort 1 mean,0.14294308850085083
0.9,35,Cohort 2 mean,0.03060042072861444
0.9,35,Overall mean,0.08677175461473265
0.9,50,Cohort 1 mean,0.5496442971102709
0.9,50,Cohort 2 mean,0.44233118078020056
0.9,50,Overall mean,0.49598773894523573
0.9,40,Cohort 1 mean,0.5925659239104683
0.9,40,Cohort 2 mean,0.505337928433254
0.9,40,Overall mean,0.5489519261718613
0.9,70,Cohort 1 mean,0.9944991509631552
0.9,70,Cohort 2 mean,0.9925340204348736
0.9,70,Overall mean,0.9935165856990142
0.9,80,Cohort 1 mean,0.994250515773421
0.9,80,Cohort 2 mean,0.993268114948472
0.9,80,Overall mean,0.993759315360947
0.9,60,Cohort 1 mean,0.5567106564833674
0.9,60,Cohort 2 mean,0.6734534686791722
0.9,60,Overall mean,0.6150820625812697
0.9,10,Cohort 1 mean,0.00733419625310582
0.9,10,Cohort 2 mean,0.00767223228548323
0.9,10,Overall mean,0.00758772327738888
0.9,90,Cohort 1 mean,0.9921652201776244
0.9,90,Cohort 2 mean,0.9916716276640678
0.9,90,Overall mean,0.9919184239208456
0.9,20,Cohort 1 mean,0.0052050861726765
0.9,20,Cohort 2 mean,0.00574869594498773
0.9,20,Overall mean,0.00561279350190992
0.9,30,Cohort 1 mean,0.00891554873357969
0.9,30,Cohort 2 mean,0.01001975162849539
0.9,30,Overall mean,0.00974370090476646
0.9,35,Cohort 1 mean,0.10406219838234868
0.9,35,Cohort 2 mean,0.15583370962269735
0.9,35,Overall mean,0.14289083181261025
0.9,45,Cohort 1 mean,0.19672928843358645
0.9,45,Cohort 2 mean,0.20253373387640172
0.9,45,Overall mean,0.20108262251569792
0.9,40,Cohort 1 mean,0.09764137352701548
0.9,40,Cohort 2 mean,0.09315977154669476
0.9,40,Overall mean,0.09428017204177493
0.9,50,Cohort 1 mean,0.992745474821161
0.9,50,Cohort 2 mean,0.994349470109699
0.9,50,Overall mean,0.9939484712875648
0.9,80,Cohort 1 mean,0.9932171423414732
0.9,80,Cohort 2 mean,0.992371896767094
0.9,80,Overall mean,0.9925832081606888
0.9,70,Cohort 1 mean,0.9465152527143624
0.9,70,Cohort 2 mean,0.9051018106408828
0.9,70,Overall mean,0.9154551711592523
0.9,60,Cohort 1 mean,0.8134558080021798
0.9,60,Cohort 2 mean,0.7301543730587006
0.9,60,Overall mean,0.7509797317945704
0.9,90,Cohort 1 mean,0.9955140330836664
0.9,90,Cohort 2 mean,0.9930212521451592
0.9,90,Overall mean,0.993644447379786
0.1,10,Cohort 1 mean,0.07072829533218115
0.1,10,Cohort 2 mean,0.00753412644452071
0.1,10,Overall mean,0.05492975311026603
0.1,35,Cohort 1 mean,0.11620996485059185
0.1,35,Cohort 2 mean,0.09758890340745356
0.1,35,Overall mean,0.11155469948980729
0.1,20,Cohort 1 mean,0.0750392764441231
0.1,20,Cohort 2 mean,0.08731030174619439
0.1,20,Overall mean,0.07810703276964093
0.1,30,Cohort 1 mean,0.28409790423712616
0.1,30,Cohort 2 mean,0.5488942161155637
0.1,30,Overall mean,0.3502969822067355
0.1,50,Cohort 1 mean,0.703841634794444
0.1,50,Cohort 2 mean,0.3435679704451108
0.1,50,Overall mean,0.6137732187071108
0.1,40,Cohort 1 mean,0.23957931400419663
0.1,40,Cohort 2 mean,0.21559360661415375
0.1,40,Overall mean,0.23358288715668593
0.1,45,Cohort 1 mean,0.5255807021221198
0.1,45,Cohort 2 mean,0.6689799665478161
0.1,45,Overall mean,0.561430518228544
0.1,70,Cohort 1 mean,0.9781570637598346
0.1,70,Cohort 2 mean,0.935550157036226
0.1,70,Overall mean,0.9675053370789328
0.1,60,Cohort 1 mean,0.422434298400761
0.1,60,Cohort 2 mean,0.72412988373714815
0.1,60,Overall mean,0.4978581947348578
0.1,80,Cohort 1 mean,0.9953168118384644
0.1,80,Cohort 2 mean,0.9528953749973428
0.1,80,Overall mean,0.984711452628184
0.1,90,Cohort 1 mean,0.9309986430182275
0.1,90,Cohort 2 mean,0.97388421552349
0.1,90,Overall mean,0.9417200361445432
0.1,20,Cohort 1 mean,0.01442565383092697
0.1,20,Cohort 2 mean,0.03031912748767518
0.1,20,Overall mean,0.02237239065930108
0.1,40,Cohort 1 mean,0.30305186042514715
0.1,40,Cohort 2 mean,0.7875302780736348
0.1,40,Overall mean,0.545291069249391
0.1,30,Cohort 1 mean,0.45937836887252326
0.1,30,Cohort 2 mean,0.261011099647296
0.1,30,Overall mean,0.36019473425990967
0.1,45,Cohort 1 mean,0.9022558521384572
0.1,45,Cohort 2 mean,0.4991032786433069
0.1,45,Overall mean,0.7006795653908822
0.1,35,Cohort 1 mean,0.33199533746610455
0.1,35,Cohort 2 mean,0.3504835585942834
0.1,35,Overall mean,0.34123944803019396
0.1,50,Cohort 1 mean,0.32691752669985036
0.1,50,Cohort 2 mean,0.09044711493806738
0.1,50,Overall mean,0.2086823208189589
0.1,10,Cohort 1 mean,0.01158320161179484
0.1,10,Cohort 2 mean,0.00597572774432614
0.1,10,Overall mean,0.00877946467806049
0.1,60,Cohort 1 mean,0.867285083923037
0.1,60,Cohort 2 mean,0.7682649419539351
0.1,60,Overall mean,0.817775012938486
0.1,70,Cohort 1 mean,0.6666714330370868
0.1,70,Cohort 2 mean,0.6604569708620611
0.1,70,Overall mean,0.6635642019495738
0.1,80,Cohort 1 mean,0.9671555827372492
0.1,80,Cohort 2 mean,0.9709205841194238
0.1,80,Overall mean,0.9690380834283364
0.1,30,Cohort 1 mean,0.12579877052185678
0.1,30,Cohort 2 mean,0.26428141380923337
0.1,30,Overall mean,0.22966075298738925
0.1,90,Cohort 1 mean,0.9837168023513404
0.1,90,Cohort 2 mean,0.9904080205166635
0.1,90,Overall mean,0.9870624114340018
0.1,20,Cohort 1 mean,0.02756376329526596
0.1,20,Cohort 2 mean,0.00877187046944387
0.1,20,Overall mean,0.01346984367589939
0.1,40,Cohort 1 mean,0.38566162433635953
0.1,40,Cohort 2 mean,0.17462375395313717
0.1,40,Overall mean,0.22738322154894272
0.1,45,Cohort 1 mean,0.5705920550463882
0.1,45,Cohort 2 mean,0.5468845467538357
0.1,45,Overall mean,0.5528114238269739
0.1,35,Cohort 1 mean,0.38330667509257266
0.1,35,Cohort 2 mean,0.442774383427056
0.1,35,Overall mean,0.4279074563434352
0.1,10,Cohort 1 mean,0.00671332396011459
0.1,10,Cohort 2 mean,0.0158675303728351
0.1,10,Overall mean,0.01357897876965497
0.1,50,Cohort 1 mean,0.7826574929225749
0.1,50,Cohort 2 mean,0.8509804776931678
0.1,50,Overall mean,0.8338997315005194
0.1,60,Cohort 1 mean,0.8934996349373513
0.1,60,Cohort 2 mean,0.8908018625438537
0.1,60,Overall mean,0.8914763056422285
0.1,90,Cohort 1 mean,0.982418900618714
0.1,90,Cohort 2 mean,0.9852262037278382
0.1,90,Overall mean,0.9845243779505573
0.2,10,Cohort 1 mean,0.00727677965030938
0.2,10,Cohort 2 mean,0.00764024470759903
0.2,10,Overall mean,0.00736764591463179
0.1,80,Cohort 1 mean,0.9793460619088707
0.1,80,Cohort 2 mean,0.9926707192016097
0.1,80,Overall mean,0.989339554878425
0.1,70,Cohort 1 mean,0.7516050437489493
0.1,70,Cohort 2 mean,0.9889909215774038
0.1,70,Overall mean,0.9296444521202902
0.2,20,Cohort 1 mean,0.06798505239290932
0.2,20,Cohort 2 mean,0.09958792099464482
0.2,20,Overall mean,0.07588576954334321
0.2,30,Cohort 1 mean,0.12567466092183527
0.2,30,Cohort 2 mean,0.02578920499522847
0.2,30,Overall mean,0.10070329694018358
0.2,35,Cohort 1 mean,0.01031690892417676
0.2,35,Cohort 2 mean,0.2881307348241301
0.2,35,Overall mean,0.07977036539916511
0.2,40,Cohort 1 mean,0.5392231062887187
0.2,40,Cohort 2 mean,0.34901558380628717
0.2,40,Overall mean,0.4916712256681108
0.2,45,Cohort 1 mean,0.9045622871895777
0.2,45,Cohort 2 mean,0.7122203391097776
0.2,45,Overall mean,0.8564768001696272
0.2,50,Cohort 1 mean,0.46314903312863226
0.2,50,Cohort 2 mean,0.5062471151192349
0.2,50,Overall mean,0.47392355362628297
0.2,60,Cohort 1 mean,0.988594226809252
0.2,60,Cohort 2 mean,0.9892019820002528
0.2,60,Overall mean,0.988746165607002
0.2,70,Cohort 1 mean,0.990400124852154
0.2,70,Cohort 2 mean,0.9923475455113184
0.2,70,Overall mean,0.9908869800169452
0.2,80,Cohort 1 mean,0.9900636819123488
0.2,80,Cohort 2 mean,0.9886826899836156
0.2,80,Overall mean,0.9897184339301656
0.2,90,Cohort 1 mean,0.9935586433761452
0.2,90,Cohort 2 mean,0.991793348176494
0.2,90,Overall mean,0.9931173195762324
0.2,10,Cohort 1 mean,0.00930704877939432
0.2,10,Cohort 2 mean,0.01494593401811731
0.2,10,Overall mean,0.01212649139875581
0.2,30,Cohort 1 mean,0.10690672665040891
0.2,30,Cohort 2 mean,0.30428869842295003
0.2,30,Overall mean,0.20559771253667952
0.2,40,Cohort 1 mean,0.33411766328616266
0.2,40,Cohort 2 mean,0.15990337447348626
0.2,40,Overall mean,0.24701051887982453
0.2,35,Cohort 1 mean,0.10427658451712428
0.2,35,Cohort 2 mean,0.02349571923826681
0.2,35,Overall mean,0.06388615187769554
0.2,20,Cohort 1 mean,0.00572773709045606
0.2,20,Cohort 2 mean,0.00689857366227306
0.2,20,Overall mean,0.00631315537636455
0.2,45,Cohort 1 mean,0.01330112233451239
0.2,45,Cohort 2 mean,0.00707808650098208
0.2,45,Overall mean,0.01018960441774724
0.2,70,Cohort 1 mean,0.8656972370938549
0.2,70,Cohort 2 mean,0.858357635725369
0.2,70,Overall mean,0.8620274364096121
0.2,60,Cohort 1 mean,0.9562911121314872
0.2,60,Cohort 2 mean,0.9398962814730688
0.2,60,Overall mean,0.9480936968022782
0.2,50,Cohort 1 mean,0.8414134803499911
0.2,50,Cohort 2 mean,0.5438384016083821
0.2,50,Overall mean,0.6926259409791865
0.2,20,Cohort 1 mean,0.00439787721232505
0.2,20,Cohort 2 mean,0.01183351835128441
0.2,20,Overall mean,0.00997460806654457
0.2,10,Cohort 1 mean,0.01088614349742935
0.2,10,Cohort 2 mean,0.0094811445787396
0.2,10,Overall mean,0.00983239430841203
0.2,90,Cohort 1 mean,0.9021112449861846
0.2,90,Cohort 2 mean,0.9826973406729678
0.2,90,Overall mean,0.9424042928295764
0.2,35,Cohort 1 mean,0.34699783343658486
0.2,35,Cohort 2 mean,0.24327819751862953
0.2,35,Overall mean,0.2692081064981184
0.2,80,Cohort 1 mean,0.9878841555299104
0.2,80,Cohort 2 mean,0.9020110731251691
0.2,80,Overall mean,0.9449476143275396
0.2,30,Cohort 1 mean,0.18696244920192193
0.2,30,Cohort 2 mean,0.01199019275524096
0.2,30,Overall mean,0.0557332568669112
0.2,40,Cohort 1 mean,0.2964679932823834
0.2,40,Cohort 2 mean,0.28017554882114387
0.2,40,Overall mean,0.28424865993645376
0.2,50,Cohort 1 mean,0.791101405667949
0.2,50,Cohort 2 mean,0.9123300414173432
0.2,50,Overall mean,0.8820228824799946
0.2,60,Cohort 1 mean,0.8102431863884141
0.2,60,Cohort 2 mean,0.957543673163152
0.2,60,Overall mean,0.92071855146946735
0.2,70,Cohort 1 mean,0.9896457965088368
0.2,70,Cohort 2 mean,0.9910527844901976
0.2,70,Overall mean,0.9907010374948568
0.2,45,Cohort 1 mean,0.5986652861169081
